#OTU ID	PDD2.MID47-47.P2.apr13_ncdenovo	S1DD2.MID103-103.P2.nov13_ncdenovo	S1DD2.MID110-110.P4.jan14_ncdenovo	S1DD2.MID109-109.P2.jan14_ncdenovo	S1DD2.MID97-97.P2.dec13_ncdenovo	S1DD2.MID103-103.P2.nov13_otuclust	S1DD2.MID109-109.P2.jan14_otuclust	S1DD2.MID97-97.P2.dec13_otuclust	S1DD2.MID110-110.P4.jan14_otuclust	PDD2.MID47-47.P2.apr13_otuclust	S1DD2.MID110-110.P4.jan14_ncref	S1DD2.MID103-103.P2.nov13_ncref	S1DD2.MID97-97.P2.dec13_ncref	PDD2.MID47-47.P2.apr13_ncref	S1DD2.MID109-109.P2.jan14_ncref	S1DD2.MID109-109.P2.jan14	S1DD2.MID110-110.P4.jan14	PDD2.MID47-47.P2.apr13	S1DD2.MID97-97.P2.dec13	S1DD2.MID103-103.P2.nov13
M01896:15:000000000-A7EN9:1:2115:10549:12443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	4	1	2
M01896:2:000000000-A69JN:1:2117:16410:24390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	4
M01896:2:000000000-A69JN:1:2115:12141:5690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	2
M00595:42:000000000-A5J1T:1:2114:4136:15691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	6	1	9
M00595:42:000000000-A5J1T:1:2101:21219:11917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	1	1
M01896:14:000000000-A7ERE:1:1106:21842:21190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	7	0	3
M00595:42:000000000-A5J1T:1:1104:13450:22715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	2
M01896:2:000000000-A69JN:1:2106:25190:4665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2
M01896:15:000000000-A7EN9:1:2116:18475:20813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	5	0	1
M00595:42:000000000-A5J1T:1:2112:21480:19500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	7	0	2
M01896:15:000000000-A7EN9:1:2107:16776:4529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	8	5	3
M01896:14:000000000-A7ERE:1:1102:6268:3426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	0
M01896:2:000000000-A69JN:1:2106:5189:11509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	8	1	6
M01896:14:000000000-A7ERE:1:1105:26767:11634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
M01896:2:000000000-A69JN:1:1113:25137:13065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	2
M00595:42:000000000-A5J1T:1:1112:13534:19858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1
M01896:14:000000000-A7ERE:1:1116:23095:2479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	3	3
M00595:42:000000000-A5J1T:1:1101:18506:11958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	2
M01896:15:000000000-A7EN9:1:1112:23201:16549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1
M00595:42:000000000-A5J1T:1:1118:9939:4406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
M00595:42:000000000-A5J1T:1:2104:25831:11284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
M00595:42:000000000-A5J1T:1:2117:5164:10490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0
M00595:42:000000000-A5J1T:1:2110:12805:14589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0
M01896:14:000000000-A7ERE:1:1115:7452:23005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0
M00595:42:000000000-A5J1T:1:2119:14653:6618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	1	1
M01896:14:000000000-A7ERE:1:1117:24378:6694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	1
M00595:42:000000000-A5J1T:1:2103:22865:6574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0
M01896:15:000000000-A7EN9:1:2111:17217:10732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	0
M01896:15:000000000-A7EN9:1:1105:18051:20257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	2
M01896:15:000000000-A7EN9:1:2110:19417:6500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	8	0	0
M00595:42:000000000-A5J1T:1:2117:23956:9779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0
M00595:42:000000000-A5J1T:1:2110:15141:8849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0
M00595:42:000000000-A5J1T:1:1117:12484:21018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0
M00595:42:000000000-A5J1T:1:1111:20576:11831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	1	2
M00595:42:000000000-A5J1T:1:1107:18484:2587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	2	0
M01896:14:000000000-A7ERE:1:2108:7387:2058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	1	0
M01896:2:000000000-A69JN:1:2110:10502:4416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	0	4
M00595:42:000000000-A5J1T:1:2110:7839:15626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	3	1
M00595:54:000000000-A7CT0:1:1115:15304:13300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	5	3
M00595:42:000000000-A5J1T:1:2112:25173:5764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0
M00595:42:000000000-A5J1T:1:1118:15444:13713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	1	1
M01896:15:000000000-A7EN9:1:2107:12007:11543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1
M01896:14:000000000-A7ERE:1:1102:6371:2876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0
M01896:2:000000000-A69JN:1:2114:20237:4314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	2
M01896:14:000000000-A7ERE:1:2118:23227:19997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1
M00595:42:000000000-A5J1T:1:1104:17566:13405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	1	1
M01896:2:000000000-A69JN:1:1109:10541:18765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2
M01896:15:000000000-A7EN9:1:1103:17368:4217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
M00595:42:000000000-A5J1T:1:1110:21328:19519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	0	1
M01896:2:000000000-A69JN:1:2101:15683:19386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	9
M00595:42:000000000-A5J1T:1:2104:13276:2820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0
M00595:42:000000000-A5J1T:1:2114:4780:12984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	9	1	1
M00595:42:000000000-A5J1T:1:1118:9946:24410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0
M01896:15:000000000-A7EN9:1:1108:23667:13552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
M00595:42:000000000-A5J1T:1:1107:5535:17966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0
M00595:42:000000000-A5J1T:1:2109:13476:16312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	1	3
M01896:15:000000000-A7EN9:1:1115:17111:2208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
M01896:15:000000000-A7EN9:1:1116:4783:11234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
M01896:2:000000000-A69JN:1:2107:6327:14292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2
M01896:15:000000000-A7EN9:1:2104:9508:8624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
M00595:42:000000000-A5J1T:1:1113:11967:12785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	0
M01896:15:000000000-A7EN9:1:2108:6786:16487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
M00595:54:000000000-A7CT0:1:1117:16655:5155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0
M01896:15:000000000-A7EN9:1:2109:17737:7540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0
M00595:42:000000000-A5J1T:1:1111:18461:17301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	12	0	1
M01896:2:000000000-A69JN:1:2115:11818:4084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2
M00595:42:000000000-A5J1T:1:2113:20509:19059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	2	3
M01896:2:000000000-A69JN:1:2105:26429:20585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	3
M00595:42:000000000-A5J1T:1:2115:26240:15449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0
M01896:14:000000000-A7ERE:1:1102:16549:2116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	1	1
M01896:2:000000000-A69JN:1:1101:8601:18650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8	0	4
M00595:42:000000000-A5J1T:1:1105:15289:14657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
M00595:54:000000000-A7CT0:1:1111:8625:18733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4	3	0
M00595:42:000000000-A5J1T:1:1119:20013:20603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	0	2
M00595:42:000000000-A5J1T:1:2105:14121:22042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
M00595:42:000000000-A5J1T:1:2109:20779:17871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0
M01896:14:000000000-A7ERE:1:1110:18846:17855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0
M00595:42:000000000-A5J1T:1:1113:24427:22165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0
M00595:42:000000000-A5J1T:1:2108:14254:5407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	2
M01896:2:000000000-A69JN:1:2103:27724:14295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	2
M00595:54:000000000-A7CT0:1:2114:8030:7912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0
M01896:14:000000000-A7ERE:1:1116:14496:20233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
M00595:54:000000000-A7CT0:1:2109:22876:12687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	4	0
M00595:42:000000000-A5J1T:1:1118:15095:7916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	2
M01896:2:000000000-A69JN:1:2114:24247:6374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	2
M00595:42:000000000-A5J1T:1:1111:9372:9597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	1	1
M01896:15:000000000-A7EN9:1:1105:3466:12721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0
M00595:42:000000000-A5J1T:1:1106:16985:8494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
M00595:42:000000000-A5J1T:1:2105:13721:14176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	4
M01896:15:000000000-A7EN9:1:1109:17433:15641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0
M00595:42:000000000-A5J1T:1:2103:25060:14714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	3
M01896:15:000000000-A7EN9:1:1115:22119:16843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1
M00595:42:000000000-A5J1T:1:2110:18076:6038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0
M00595:42:000000000-A5J1T:1:1117:5210:16144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0
M00595:42:000000000-A5J1T:1:1104:18922:11193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0
M00595:42:000000000-A5J1T:1:1101:15102:17998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	1
M01896:2:000000000-A69JN:1:1105:8156:12976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2
M00595:54:000000000-A7CT0:1:2113:24632:7420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0
M00595:42:000000000-A5J1T:1:2102:10579:5298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0
M00595:42:000000000-A5J1T:1:2104:14126:11543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	1	0
M00595:42:000000000-A5J1T:1:2111:25009:6087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1
M00595:42:000000000-A5J1T:1:1102:11033:16413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
M01896:2:000000000-A69JN:1:2105:10905:5186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	2
M00595:42:000000000-A5J1T:1:1110:26095:18170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	3
M01896:2:000000000-A69JN:1:2116:22478:5084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2
M00595:42:000000000-A5J1T:1:2104:17121:12492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1
M00595:42:000000000-A5J1T:1:2103:8221:16189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	1	1
M00595:42:000000000-A5J1T:1:2111:9640:20469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
M01896:2:000000000-A69JN:1:2116:18810:6984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2
M00595:42:000000000-A5J1T:1:1105:16086:18815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0
M01896:2:000000000-A69JN:1:1110:5376:15868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3
M00595:42:000000000-A5J1T:1:2113:12950:12262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	2
M00595:42:000000000-A5J1T:1:1107:12422:13106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	3
M00595:42:000000000-A5J1T:1:1107:12553:20357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
M01896:2:000000000-A69JN:1:1103:8400:18099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3
M00595:42:000000000-A5J1T:1:2117:14471:6822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	2	2
M00595:42:000000000-A5J1T:1:1110:19401:19385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
M01896:2:000000000-A69JN:1:2116:25294:15092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1
M01896:2:000000000-A69JN:1:1103:9384:19139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	1
M00595:42:000000000-A5J1T:1:1113:19603:6422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
M01896:2:000000000-A69JN:1:2116:23490:15074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2
M00595:42:000000000-A5J1T:1:1113:9016:15546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1
M00595:42:000000000-A5J1T:1:1105:8293:23323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
M00595:42:000000000-A5J1T:1:1113:9153:19615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
M01896:2:000000000-A69JN:1:2113:20875:8534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4
M00595:42:000000000-A5J1T:1:2104:8628:6387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
M00595:42:000000000-A5J1T:1:1114:13623:21084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
M01896:2:000000000-A69JN:1:1116:16575:19866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
M01896:2:000000000-A69JN:1:2111:5884:10125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2
M01896:2:000000000-A69JN:1:2112:25572:14325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3
M00595:42:000000000-A5J1T:1:1112:12166:5314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
M01896:2:000000000-A69JN:1:2102:18564:17187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1
M00595:42:000000000-A5J1T:1:2103:10512:23611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1
M00595:42:000000000-A5J1T:1:2104:11792:5331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
M01896:2:000000000-A69JN:1:1107:15067:16645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	3
M01896:2:000000000-A69JN:1:2110:26359:18850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2
M00595:54:000000000-A7CT0:1:1110:23728:14929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0
M00595:42:000000000-A5J1T:1:2119:25311:18784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1
M01896:2:000000000-A69JN:1:2108:19731:22221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2
M01896:2:000000000-A69JN:1:1101:16212:19825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1
M00595:42:000000000-A5J1T:1:2110:12400:17742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0
M00595:54:000000000-A7CT0:1:1112:19979:12486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0
M00595:42:000000000-A5J1T:1:2113:23567:18042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
M00595:42:000000000-A5J1T:1:2114:19464:11182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
M00595:42:000000000-A5J1T:1:2114:13186:17123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	4
M01896:2:000000000-A69JN:1:1102:7775:3643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2
M00595:42:000000000-A5J1T:1:2115:16748:22096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2
M00595:42:000000000-A5J1T:1:2119:27108:15331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0
M00595:42:000000000-A5J1T:1:1116:19958:11721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
M01896:2:000000000-A69JN:1:2106:12467:14252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	1
M00595:42:000000000-A5J1T:1:2118:25081:17311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0
M01896:2:000000000-A69JN:1:1119:15742:11683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
M01896:2:000000000-A69JN:1:1104:24598:10545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
M00595:54:000000000-A7CT0:1:1104:24650:20783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0
M00595:42:000000000-A5J1T:1:1107:27117:17815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
M01896:2:000000000-A69JN:1:1108:10803:19741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1
M01896:2:000000000-A69JN:1:2112:15449:9043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4
M00595:42:000000000-A5J1T:1:1111:11051:4402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	4
M00595:42:000000000-A5J1T:1:1112:16836:7896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
M00595:42:000000000-A5J1T:1:1114:23853:15009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
M00595:54:000000000-A7CT0:1:1114:8149:20930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0
M00595:42:000000000-A5J1T:1:2105:19674:7189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
M01896:2:000000000-A69JN:1:2112:18078:13551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2
M00595:42:000000000-A5J1T:1:2113:17524:3902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1
M00595:42:000000000-A5J1T:1:2114:13935:11363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
M00595:42:000000000-A5J1T:1:2118:21451:10252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2
M00595:42:000000000-A5J1T:1:2118:12533:15521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
M00595:54:000000000-A7CT0:1:1102:8664:15130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
M00595:54:000000000-A7CT0:1:1106:20103:6247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
M00595:54:000000000-A7CT0:1:1109:16878:11114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1
M00595:54:000000000-A7CT0:1:1110:11632:21683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
M00595:54:000000000-A7CT0:1:2101:16604:11980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
M00595:54:000000000-A7CT0:1:2108:17336:5016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
M01896:2:000000000-A69JN:1:2114:20048:8719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2
M00595:54:000000000-A7CT0:1:1105:14819:14931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
M00595:54:000000000-A7CT0:1:1109:28464:11995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
M00595:54:000000000-A7CT0:1:1112:22546:9099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
M00595:54:000000000-A7CT0:1:1118:23331:8398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
M00595:54:000000000-A7CT0:1:2104:22291:12649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
M00595:54:000000000-A7CT0:1:2106:19913:10434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
M00595:54:000000000-A7CT0:1:2111:18301:4758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
M00595:54:000000000-A7CT0:1:2112:19801:7132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
M01896:2:000000000-A69JN:1:1102:13893:5678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
M01896:2:000000000-A69JN:1:1104:14341:14109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
M01896:2:000000000-A69JN:1:1107:11836:7411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
M01896:2:000000000-A69JN:1:1108:6591:19986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
M01896:2:000000000-A69JN:1:1109:12059:23306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
M01896:2:000000000-A69JN:1:1112:11036:6680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
M01896:2:000000000-A69JN:1:1116:23193:7703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
M01896:2:000000000-A69JN:1:1116:24905:11032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
M01896:2:000000000-A69JN:1:1118:14300:17355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
M01896:2:000000000-A69JN:1:2102:20711:10668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
M01896:2:000000000-A69JN:1:2104:28807:17848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
M01896:2:000000000-A69JN:1:2105:19767:7222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
M01896:2:000000000-A69JN:1:2107:24533:3681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
M01896:2:000000000-A69JN:1:2115:16622:8058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
M01896:2:000000000-A69JN:1:2113:6196:6980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
M01896:2:000000000-A69JN:1:2113:20594:19681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
M01896:2:000000000-A69JN:1:2118:24465:14046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
M01896:2:000000000-A69JN:1:1102:22911:17713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
M01896:2:000000000-A69JN:1:1107:14467:6055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
M01896:2:000000000-A69JN:1:1109:4626:9081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
